postcode,lsoa21cd,lsoa21nm,admin_district,codes_lsoa
B17 8JH,E01009138,E05011157,Birmingham,E01009138
B45 8ED,E01009171,E05011164,Birmingham,E01009171
B30 1JS,E01009281,E05011129,Birmingham,E01009281
B76 9AP,E01009441,E05011180,Birmingham,E01009441
B11 1PA,E01033650,E05011170,Birmingham,E01033650
B10 0HU,E01009337,E05011167,Birmingham,E01009337
B31 3PS,E01009217,E05011152,Birmingham,E01009217
B75 5QF,E01009415,E05011175,Birmingham,E01009415
B29 7RP,E01009293,E05011128,Birmingham,E01009293
B31 1RX,E01009499,E05011119,Birmingham,E01009499
B1 1RH,E01033615,E05011151,Birmingham,E01033615
B21 8BG,E01009271,E05011147,Birmingham,E01009271
B26 1TQ,E01008886,E05011169,Birmingham,E01008886
B5 4TN,E01033567,E05011126,Birmingham,E01033567
B34 6DD,E01009087,E05011131,Birmingham,E01009087
B29 7DG,E01009286,E05011128,Birmingham,E01009286
B34 7RB,E01009306,E05011165,Birmingham,E01009306
B32 1ST,E01009259,E05011163,Birmingham,E01009259
B19 2AT,E01034925,E05011153,Birmingham,E01034925
B19 1LP,E01009059,E05011153,Birmingham,E01009059
B45 8EL,E01009171,E05011164,Birmingham,E01009171
B45 0DA,E01034943,E05011136,Birmingham,E01034943
B17 8JR,E01009138,E05011157,Birmingham,E01009138
B20 2DB,E01009056,E05011125,Birmingham,E01009056
B36 8RE,E01009079,E05011131,Birmingham,E01009079
B36 8BW,E01009083,E05011131,Birmingham,E01009083
B38 8XA,E01009117,E05011148,Birmingham,E01009117
B44 0RJ,E01009128,E05011150,Birmingham,E01009128
B75 6QL,E01009426,E05011177,Birmingham,E01009426
B29 5QX,E01009501,E05011184,Birmingham,E01009501
B32 1PF,E01009249,E05011163,Birmingham,E01009249
B25 8LJ,E01008883,E05011169,Birmingham,E01008883
B72 1QL,E01009449,E05011178,Birmingham,E01009449
B26 2QG,E01009323,E05011166,Birmingham,E01009323
B13 0PX,E01008936,E05011124,Birmingham,E01008936
B44 0AX,E01009136,E05011161,Birmingham,E01009136
B45 9NJ,E01009167,E05011164,Birmingham,E01009167
B73 5BH,E01009474,E05011179,Birmingham,E01009474
B20 1HD,E01009276,E05011143,Birmingham,E01009276
B75 6EU,E01009444,E05011177,Birmingham,E01009444
B24 0LH,E01009098,E05011162,Birmingham,E01009098
B36 8HP,E01009086,E05011131,Birmingham,E01009086
B30 1DU,E01008959,E05011129,Birmingham,E01008959
B74 4QS,E01009422,E05011174,Birmingham,E01009422
B23 6QF,E01009006,E05011135,Birmingham,E01009006
B36 8UH,E01009082,E05011131,Birmingham,E01009082
B75 6AX,E01009444,E05011177,Birmingham,E01009444
B32 4LE,E01008925,E05011123,Birmingham,E01008925
B8 3JP,E01009485,E05011120,Birmingham,E01009485
B24 0GA,E01009100,E05011162,Birmingham,E01009100
B9 5DH,E01009344,E05011127,Birmingham,E01009344
B36 8HT,E01009086,E05011131,Birmingham,E01009086
B38 8XH,E01009118,E05011148,Birmingham,E01009118
B23 6AH,E01033646,E05011173,Birmingham,E01033646
B21 0HA,E01009354,E05011147,Birmingham,E01009354
B24 8AP,E01009000,E05011139,Birmingham,E01009000
B13 9EP,E01009187,E05011154,Birmingham,E01009187
B14 6SG,E01008966,E05011130,Birmingham,E01008966
B18 4NF,E01009361,E05011168,Birmingham,E01009361
B3 1PB,E01033620,E05011168,Birmingham,E01033620
B73 6PG,E01009470,E05011179,Birmingham,E01009470
B29 5BU,E01009504,E05011184,Birmingham,E01009504
B26 1LX,E01009313,E05011166,Birmingham,E01009313
B5 7UB,E01008982,E05011134,Birmingham,E01008982
B8 2LX,E01009490,E05011183,Birmingham,E01009490
B15 2DD,E01033626,E05011151,Birmingham,E01033626
B26 3ND,E01009318,E05011166,Birmingham,E01009318
B74 2QB,E01009430,E05011174,Birmingham,E01009430
B19 1LA,E01009062,E05011153,Birmingham,E01009062
B16 0QG,E01009145,E05011157,Birmingham,E01009145
B34 6QT,E01009305,E05011165,Birmingham,E01009305
B11 3JH,E01033643,E05011171,Birmingham,E01033643
B10 9PZ,E01009328,E05011167,Birmingham,E01009328
B11 1PY,E01033650,E05011170,Birmingham,E01033650
B30 1AZ,E01008962,E05011129,Birmingham,E01008962
B10 9EU,E01009329,E05011167,Birmingham,E01009329
B24 8PT,E01009401,E05011139,Birmingham,E01009401
B27 6QX,E01008889,E05011118,Birmingham,E01008889
B29 6NN,E01009295,E05011184,Birmingham,E01009295
B8 1RN,E01009479,E05011120,Birmingham,E01009479
B20 3AL,E01009054,E05011121,Birmingham,E01009054
B12 8JF,E01009371,E05011170,Birmingham,E01009371
B38 9RL,E01009107,E05011149,Birmingham,E01009107
B5 4TF,E01033567,E05011126,Birmingham,E01033567
B8 1EX,E01009192,E05011120,Birmingham,E01009192
B20 2BZ,E01009352,E05011142,Birmingham,E01009352
B44 8HA,E01009231,E05011150,Birmingham,E01009231
B7 4LG,E01009204,E05011155,Birmingham,E01009204
B31 2SY,E01009162,E05011158,Birmingham,E01009162
B27 7BH,E01009020,E05011118,Birmingham,E01009020
B17 0BP,E01009071,E05011144,Birmingham,E01009071
B74 2TU,E01009427,E05011174,Birmingham,E01009427
B31 1LL,E01009496,E05011119,Birmingham,E01009496
B18 7BE,E01009153,E05011157,Birmingham,E01009153
B29 5RS,E01009500,E05011184,Birmingham,E01009500
B18 7PD,E01009348,E05011168,Birmingham,E01009348
B14 4QZ,E01008943,E05011146,Birmingham,E01008943
B10 0BD,E01009379,E05011127,Birmingham,E01009379
B20 3EE,E01009051,E05011121,Birmingham,E01009051
B43 7HG,E01009223,E05011159,Birmingham,E01009223
B3 3DP,E01033625,E05011151,Birmingham,E01033625
B18 5RH,E01009360,E05011168,Birmingham,E01009360
B26 1TA,E01008886,E05011169,Birmingham,E01008886
B30 2QJ,E01008953,E05011172,Birmingham,E01008953
B15 1FG,E01009146,E05011151,Birmingham,E01009146
B32 3UN,E01008917,E05011123,Birmingham,E01008917
B29 5QL,E01009501,E05011184,Birmingham,E01009501
B10 9EL,E01009329,E05011167,Birmingham,E01009329
B10 9AP,E01009329,E05011167,Birmingham,E01009329
B44 0LX,E01009131,E05011150,Birmingham,E01009131
B26 2EX,E01009517,E05011137,Birmingham,E01009517
B11 3JT,E01034953,E05011171,Birmingham,E01034953
B8 2XE,E01009479,E05011183,Birmingham,E01009479
B19 1NX,E01008907,E05011153,Birmingham,E01008907
B13 0HG,E01008935,E05011124,Birmingham,E01008935
B13 9BU,E01009390,E05011154,Birmingham,E01009390
B30 2TG,E01008964,E05011172,Birmingham,E01008964
B36 8QQ,E01009081,E05011131,Birmingham,E01009081
B14 5RL,E01008980,E05011133,Birmingham,E01008980
B45 8TW,E01009165,E05011164,Birmingham,E01009165
B13 0JL,E01008938,E05011124,Birmingham,E01008938
B76 1YB,E01009443,E05011180,Birmingham,E01009443
B42 2QS,E01009244,E05011159,Birmingham,E01009244
B75 6SP,E01009431,E05011174,Birmingham,E01009431
B75 7ER,E01009452,E05011176,Birmingham,E01009452
B14 6ES,E01008971,E05011124,Birmingham,E01008971
B7 4HU,E01009204,E05011155,Birmingham,E01009204
B14 6RY,E01008966,E05011130,Birmingham,E01008966
B15 2LR,E01008994,E05011134,Birmingham,E01008994
B1 3AP,E01034951,E05011168,Birmingham,E01034951
B73 6QN,E01009467,E05011179,Birmingham,E01009467
B11 2HT,E01034952,E05011170,Birmingham,E01034952
B75 7RZ,E01009446,E05011176,Birmingham,E01009446
B31 3AT,E01009210,E05011152,Birmingham,E01009210
B16 9JB,E01008986,E05011157,Birmingham,E01008986
B9 5UR,E01009475,E05011145,Birmingham,E01009475
B10 9BU,E01009343,E05011167,Birmingham,E01009343
B19 2HS,E01008909,E05011156,Birmingham,E01008909
B13 0DE,E01008934,E05011124,Birmingham,E01008934
B13 9SX,E01009187,E05011154,Birmingham,E01009187
B24 9RA,E01009104,E05011162,Birmingham,E01009104
B20 3HQ,E01009058,E05011121,Birmingham,E01009058
B20 3AH,E01034918,E05011121,Birmingham,E01034918
B13 9HH,E01009390,E05011154,Birmingham,E01009390
B5 6AW,E01033615,E05011126,Birmingham,E01033615
B19 3UN,E01034929,E05011156,Birmingham,E01034929
B44 8AL,E01009232,E05011150,Birmingham,E01009232
B14 4EA,E01008941,E05011124,Birmingham,E01008941
B33 8AD,E01009507,E05011186,Birmingham,E01009507
B23 5ES,E01009404,E05011161,Birmingham,E01009404
B13 9DS,E01009390,E05011154,Birmingham,E01009390
B14 4HJ,E01008940,E05011124,Birmingham,E01008940
B5 6AF,E01033615,E05011126,Birmingham,E01033615
B26 2UT,E01009323,E05011166,Birmingham,E01009323
B25 8FF,E01008887,E05011169,Birmingham,E01008887
B21 0SN,E01034921,E05011168,Birmingham,E01034921
B37 6NF,E01009297,E05011138,Birmingham,E01009297
B72 1ND,E01009449,E05011178,Birmingham,E01009449
B16 9RJ,E01008988,E05011157,Birmingham,E01008988
B26 2US,E01009312,E05011166,Birmingham,E01009312
B26 2AB,E01009518,E05011185,Birmingham,E01009518
B18 5QQ,E01009347,E05011168,Birmingham,E01009347
B27 7HX,E01009025,E05011118,Birmingham,E01009025
B73 5HN,E01009462,E05011179,Birmingham,E01009462
B31 1LH,E01009496,E05011119,Birmingham,E01009496
B25 8YN,E01009518,E05011185,Birmingham,E01009518
B75 7TZ,E01009446,E05011177,Birmingham,E01009446
B21 9QU,E01009275,E05011147,Birmingham,E01009275
B9 5JA,E01009341,E05011145,Birmingham,E01009341
B15 2DA,E01033624,E05011151,Birmingham,E01033624
B75 6TA,E01009431,E05011175,Birmingham,E01009431
B14 6BX,E01008974,E05011130,Birmingham,E01008974
B73 5AW,E01009473,E05011179,Birmingham,E01009473
B13 0HP,E01008932,E05011124,Birmingham,E01008932
B32 2HD,E01009070,E05011144,Birmingham,E01009070
B27 6DT,E01008894,E05011118,Birmingham,E01008894
B17 8JT,E01009139,E05011157,Birmingham,E01009139
B19 1HD,E01009048,E05011153,Birmingham,E01009048
B20 2HD,E01009270,E05011142,Birmingham,E01009270
B20 1DW,E01009264,E05011143,Birmingham,E01009264
B23 7EQ,E01009126,E05011173,Birmingham,E01009126
B13 9BY,E01009390,E05011154,Birmingham,E01009390
B21 9DF,E01009353,E05011142,Birmingham,E01009353
B36 8BQ,E01009083,E05011131,Birmingham,E01009083
B13 9EJ,E01009184,E05011154,Birmingham,E01009184
B26 2LA,E01009520,E05011185,Birmingham,E01009520
B28 0NS,E01009036,E05011141,Birmingham,E01009036
B8 3QR,E01009484,E05011120,Birmingham,E01009484
B75 7LX,E01009445,E05011176,Birmingham,E01009445
B20 3AT,E01009054,E05011121,Birmingham,E01009054
B18 6EN,E01033559,E05011156,Birmingham,E01033559
B6 5EU,E01034923,E05011121,Birmingham,E01034923
B73 5DL,E01009473,E05011179,Birmingham,E01009473
B8 3JX,E01009489,E05011120,Birmingham,E01009489
B21 0RY,E01034921,E05011168,Birmingham,E01034921
B32 2QP,E01009254,E05011163,Birmingham,E01009254
B15 2BE,E01033626,E05011151,Birmingham,E01033626
B17 8AL,E01009260,E05011163,Birmingham,E01009260
B34 6HQ,E01009091,E05011138,Birmingham,E01009091
B34 7RL,E01009304,E05011165,Birmingham,E01009304
B34 7AE,E01009306,E05011165,Birmingham,E01009306
B32 2NS,E01009074,E05011144,Birmingham,E01009074
B20 1DR,E01009279,E05011143,Birmingham,E01009279
B21 9DE,E01009353,E05011142,Birmingham,E01009353
B4 7DZ,E01033561,E05011155,Birmingham,E01033561
B17 0QA,E01009078,E05011144,Birmingham,E01009078
B29 7BL,E01009288,E05011128,Birmingham,E01009288
B8 2AN,E01009090,E05011131,Birmingham,E01009090
B31 4QT,E01009168,E05011152,Birmingham,E01009168
B45 0JZ,E01009174,E05011136,Birmingham,E01009174
B13 9DH,E01009390,E05011154,Birmingham,E01009390
B14 7QW,E01009177,E05011130,Birmingham,E01009177
B13 9YB,E01009394,E05011154,Birmingham,E01009394
B8 3QT,E01009484,E05011120,Birmingham,E01009484
B8 3QS,E01009484,E05011120,Birmingham,E01009484
B6 7AN,E01008915,E05011121,Birmingham,E01008915
B38 9RE,E01009110,E05011149,Birmingham,E01009110
B29 7AL,E01034941,E05011128,Birmingham,E01034941
B12 9QS,E01009376,E05011122,Birmingham,E01009376
B15 1NQ,E01009146,E05011151,Birmingham,E01009146
B16 9DU,E01008987,E05011151,Birmingham,E01008987
B75 6BU,E01009428,E05011178,Birmingham,E01009428
B31 2GF,E01034944,E05011152,Birmingham,E01034944
B75 5DP,E01009425,E05011175,Birmingham,E01009425
B12 0PN,E01034946,E05011126,Birmingham,E01034946
B16 8AG,E01033627,E05011151,Birmingham,E01033627
B42 2TZ,E01009239,E05011160,Birmingham,E01009239
B34 7RJ,E01009310,E05011165,Birmingham,E01009310
B29 4AL,E01009294,E05011184,Birmingham,E01009294
B6 6LB,E01009061,E05011121,Birmingham,E01009061
B17 8HY,E01009138,E05011157,Birmingham,E01009138
B4 6FJ,E01033617,E05011151,Birmingham,E01033617
B33 9HF,E01009095,E05011138,Birmingham,E01009095
B17 0AL,E01009071,E05011144,Birmingham,E01009071
B24 8AF,E01009000,E05011139,Birmingham,E01009000
B33 0EH,E01009299,E05011138,Birmingham,E01009299
B30 3QY,E01008973,E05011133,Birmingham,E01008973
B19 1QS,E01008905,E05011153,Birmingham,E01008905
B14 5AD,E01008974,E05011133,Birmingham,E01008974
B30 3QW,E01008977,E05011133,Birmingham,E01008977
B34 7LR,E01009308,E05011165,Birmingham,E01009308
B31 2NA,E01009205,E05011158,Birmingham,E01009205
B12 9ND,E01034938,E05011122,Birmingham,E01034938
B11 4LX,E01009382,E05011171,Birmingham,E01009382
B12 0RY,E01034946,E05011126,Birmingham,E01034946
B42 2DP,E01009236,E05011160,Birmingham,E01009236
B13 8QL,E01009186,E05011154,Birmingham,E01009186
B19 1RW,E01009062,E05011153,Birmingham,E01009062
B19 2SQ,E01008913,E05011156,Birmingham,E01008913
B15 3UG,E01008990,E05011134,Birmingham,E01008990
B23 6HX,E01009407,E05011173,Birmingham,E01009407
B15 2LG,E01034936,E05011134,Birmingham,E01034936
B32 2UH,E01009258,E05011163,Birmingham,E01009258
B75 7SS,E01009446,E05011177,Birmingham,E01009446
B74 2TX,E01009431,E05011175,Birmingham,E01009431
B7 5HU,E01009201,E05011155,Birmingham,E01009201
B17 0EU,E01009068,E05011144,Birmingham,E01009068
B14 6DT,E01008968,E05011124,Birmingham,E01008968
B42 2EX,E01009239,E05011160,Birmingham,E01009239
B30 3NY,E01008974,E05011133,Birmingham,E01008974
B26 3XX,E01009317,E05011166,Birmingham,E01009317
B7 5NL,E01009201,E05011155,Birmingham,E01009201
B31 2JA,E01009205,E05011158,Birmingham,E01009205
B38 9DU,E01009107,E05011149,Birmingham,E01009107
B23 7BS,E01009408,E05011173,Birmingham,E01009408
B3 1BG,E01033622,E05011168,Birmingham,E01033622
B33 8EG,E01009510,E05011185,Birmingham,E01009510
B18 5NH,E01009358,E05011168,Birmingham,E01009358
B13 9LT,E01009045,E05011171,Birmingham,E01009045
B34 6QN,E01009309,E05011165,Birmingham,E01009309
B36 8PL,E01009079,E05011131,Birmingham,E01009079
B17 8EJ,E01009138,E05011157,Birmingham,E01009138
B8 3QL,E01009485,E05011120,Birmingham,E01009485
B16 9HR,E01008988,E05011157,Birmingham,E01008988
B42 1LW,E01009237,E05011160,Birmingham,E01009237
B29 6AG,E01034940,E05011128,Birmingham,E01034940
B14 7AS,E01009188,E05011130,Birmingham,E01009188
B8 1PE,E01009484,E05011120,Birmingham,E01009484
B14 4JA,E01008944,E05011124,Birmingham,E01008944
B23 7AW,E01009406,E05011173,Birmingham,E01009406
B45 0NJ,E01009155,E05011136,Birmingham,E01009155
B31 1TP,E01008930,E05011123,Birmingham,E01008930
B14 6RL,E01008966,E05011130,Birmingham,E01008966
B26 2UA,E01009322,E05011137,Birmingham,E01009322
B33 8HE,E01009508,E05011137,Birmingham,E01009508
B29 7AE,E01034940,E05011128,Birmingham,E01034940
B23 6JU,E01009405,E05011173,Birmingham,E01009405
B33 0JG,E01009303,E05011138,Birmingham,E01009303
B8 2EJ,E01009487,E05011183,Birmingham,E01009487
B31 3SB,E01009212,E05011152,Birmingham,E01009212
B5 7SQ,E01034937,E05011134,Birmingham,E01034937
B5 7ND,E01008995,E05011122,Birmingham,E01008995
B33 8PU,E01009515,E05011186,Birmingham,E01009515
B6 7BS,E01008915,E05011121,Birmingham,E01008915
B10 9LL,E01033642,E05011167,Birmingham,E01033642
B9 5HY,E01009341,E05011145,Birmingham,E01009341
B29 6JW,E01009284,E05011129,Birmingham,E01009284
B23 5UG,E01034915,E05011135,Birmingham,E01034915
B17 8RX,E01009260,E05011163,Birmingham,E01009260
B34 7QE,E01009310,E05011165,Birmingham,E01009310
B29 5NA,E01009501,E05011184,Birmingham,E01009501
B25 8RP,E01008897,E05011186,Birmingham,E01008897
B9 4PQ,E01009199,E05011126,Birmingham,E01009199
B20 3SR,E01009048,E05011125,Birmingham,E01009048
B33 8QR,E01009509,E05011185,Birmingham,E01009509
B5 7XW,E01008995,E05011122,Birmingham,E01008995
B7 5RH,E01009201,E05011155,Birmingham,E01009201
B20 1JA,E01009279,E05011143,Birmingham,E01009279
B29 7BJ,E01034941,E05011128,Birmingham,E01034941
B28 0UH,E01009042,E05011141,Birmingham,E01009042
B30 1EQ,E01008959,E05011129,Birmingham,E01008959
B5 7QZ,E01008984,E05011134,Birmingham,E01008984
B7 5NN,E01009201,E05011155,Birmingham,E01009201
B19 1PP,E01008907,E05011153,Birmingham,E01008907
B45 9SH,E01009160,E05011164,Birmingham,E01009160
B8 2LG,E01009487,E05011183,Birmingham,E01009487
B1 2EL,E01033622,E05011151,Birmingham,E01033622
B15 2EG,E01033640,E05011151,Birmingham,E01033640
B18 4HH,E01009152,E05011157,Birmingham,E01009152
B31 5NU,E01009173,E05011119,Birmingham,E01009173
B75 6DB,E01009428,E05011178,Birmingham,E01009428
B44 0UR,E01009128,E05011150,Birmingham,E01009128
B38 9PD,E01009109,E05011149,Birmingham,E01009109
B23 5PZ,E01009002,E05011135,Birmingham,E01009002
B26 3AJ,E01009314,E05011166,Birmingham,E01009314
B13 8RF,E01009183,E05011154,Birmingham,E01009183
B27 7TY,E01009029,E05011182,Birmingham,E01009029
B30 3LB,E01008977,E05011148,Birmingham,E01008977
B21 8DB,E01009271,E05011147,Birmingham,E01009271
B76 2UZ,E01009455,E05011180,Birmingham,E01009455
B23 7QR,E01033646,E05011139,Birmingham,E01033646
B6 7DR,E01008915,E05011121,Birmingham,E01008915
B25 8NT,E01008882,E05011182,Birmingham,E01008882
B14 5BA,E01008974,E05011133,Birmingham,E01008974
B44 0JT,E01009128,E05011150,Birmingham,E01009128
B44 9JB,E01009222,E05011159,Birmingham,E01009222
B76 1BQ,E01009451,E05011176,Birmingham,E01009451
B9 5ES,E01009333,E05011127,Birmingham,E01009333
B20 3PU,E01009059,E05011125,Birmingham,E01009059
B15 2UU,E01008997,E05011134,Birmingham,E01008997
B31 3QW,E01009216,E05011152,Birmingham,E01009216
B23 6NL,E01009407,E05011135,Birmingham,E01009407
B33 8AL,E01009507,E05011186,Birmingham,E01009507
B14 5BZ,E01008946,E05011146,Birmingham,E01008946
B23 7XF,E01009124,E05011173,Birmingham,E01009124
B33 9UE,E01009300,E05011138,Birmingham,E01009300
B32 3BH,E01008919,E05011123,Birmingham,E01008919
B21 8BD,E01009273,E05011147,Birmingham,E01009273
B25 8AX,E01008883,E05011182,Birmingham,E01008883
B33 0YR,E01009303,E05011138,Birmingham,E01009303
B38 0AJ,E01009120,E05011149,Birmingham,E01009120
B27 7NA,E01009018,E05011118,Birmingham,E01009018
B24 0AQ,E01009003,E05011135,Birmingham,E01009003
B23 5DE,E01009136,E05011161,Birmingham,E01009136
B38 9BB,E01009110,E05011149,Birmingham,E01009110
B1 1DW,E01033616,E05011151,Birmingham,E01033616
B17 9EY,E01009069,E05011144,Birmingham,E01009069
B30 2XH,E01009296,E05011128,Birmingham,E01009296
B11 4AD,E01009396,E05011171,Birmingham,E01009396
B19 2JU,E01008911,E05011156,Birmingham,E01008911
B15 2LX,E01008994,E05011134,Birmingham,E01008994
B5 4TL,E01033567,E05011126,Birmingham,E01033567
B24 0EY,E01009009,E05011162,Birmingham,E01009009
B4 6GG,E01033617,E05011151,Birmingham,E01033617
B3 3DJ,E01033625,E05011151,Birmingham,E01033625
B2 4BB,E01033620,E05011151,Birmingham,E01033620
B15 1EB,E01009146,E05011151,Birmingham,E01009146
B4 6DR,E01033617,E05011151,Birmingham,E01033617
B44 0HE,E01009123,E05011161,Birmingham,E01009123
B26 3YH,E01009314,E05011166,Birmingham,E01009314
B21 9AX,E01009352,E05011142,Birmingham,E01009352
B24 9AJ,E01009013,E05011135,Birmingham,E01009013
B30 1LZ,E01008950,E05011129,Birmingham,E01008950
B13 0HB,E01008937,E05011124,Birmingham,E01008937
B12 9PU,E01034939,E05011122,Birmingham,E01034939
B9 5LL,E01034935,E05011126,Birmingham,E01034935
B31 1RS,E01009498,E05011119,Birmingham,E01009498
B13 9TD,E01009188,E05011154,Birmingham,E01009188
B24 9JB,E01034916,E05011135,Birmingham,E01034916
B75 7SE,E01009432,E05011176,Birmingham,E01009432
B26 2RY,E01009322,E05011137,Birmingham,E01009322
B18 6BX,E01033559,E05011168,Birmingham,E01033559
B74 4JJ,E01009419,E05011174,Birmingham,E01009419
B11 4NJ,E01009382,E05011171,Birmingham,E01009382
B20 3TQ,E01009048,E05011125,Birmingham,E01009048
B11 4DA,E01009393,E05011171,Birmingham,E01009393
B13 9LH,E01009395,E05011171,Birmingham,E01009395
B18 4DJ,E01009346,E05011157,Birmingham,E01009346
B74 4JH,E01009419,E05011174,Birmingham,E01009419
B14 5NU,E01008980,E05011133,Birmingham,E01008980
B16 8GZ,E01033618,E05011151,Birmingham,E01033618
B34 6UB,E01009306,E05011165,Birmingham,E01009306
B44 9TF,E01009134,E05011150,Birmingham,E01009134
B17 0DE,E01009071,E05011144,Birmingham,E01009071
B8 3BP,E01009195,E05011120,Birmingham,E01009195
B31 2QW,E01009209,E05011158,Birmingham,E01009209
B6 6RS,E01008916,E05011121,Birmingham,E01008916
B33 9FD,E01009095,E05011138,Birmingham,E01009095
B16 8WY,E01009143,E05011151,Birmingham,E01009143
B15 1BD,E01034948,E05011151,Birmingham,E01034948
B12 0QF,E01034947,E05011126,Birmingham,E01034947
B23 7UW,E01009124,E05011173,Birmingham,E01009124
B8 3RU,E01009475,E05011138,Birmingham,E01009475
B36 8TU,,,,
B14 4LS,E01008945,E05011146,Birmingham,E01008945
B13 9DE,E01009394,E05011154,Birmingham,E01009394
B36 8TT,,,,
B14 6NW,E01008973,E05011130,Birmingham,E01008973
B25 8LY,E01008887,E05011169,Birmingham,E01008887
B32 1JG,E01009251,E05011163,Birmingham,E01009251
B73 5NF,E01009462,E05011181,Birmingham,E01009462
B28 0TW,E01009042,E05011141,Birmingham,E01009042
B73 5JJ,E01009462,E05011181,Birmingham,E01009462
B28 8PJ,E01009023,E05011118,Birmingham,E01009023
B8 1RW,E01009482,E05011120,Birmingham,E01009482
B28 9AR,E01009030,E05011140,Birmingham,E01009030
B32 2SE,E01009255,E05011163,Birmingham,E01009255
B24 0AJ,E01009008,E05011135,Birmingham,E01009008
B10 0LF,E01009379,E05011127,Birmingham,E01009379
B31 4SP,E01009216,E05011152,Birmingham,E01009216
B14 7BT,E01009178,E05011130,Birmingham,E01009178
B15 3RY,E01008992,E05011134,Birmingham,E01008992
B29 4HN,E01009496,E05011184,Birmingham,E01009496
B19 1RR,E01009047,E05011153,Birmingham,E01009047
B23 7BQ,E01009413,E05011139,Birmingham,E01009413
B73 5FU,E01009458,E05011179,Birmingham,E01009458
B18 6FJ,E01033559,E05011168,Birmingham,E01033559
B1 2BQ,E01033622,E05011151,Birmingham,E01033622
B29 5SW,E01009064,E05011184,Birmingham,E01009064
B15 3UP,E01008989,E05011134,Birmingham,E01008989
B16 0JR,E01009151,E05011157,Birmingham,E01009151
B17 0NY,E01033562,E05011144,Birmingham,E01033562
B16 9DR,E01008987,E05011151,Birmingham,E01008987
B29 6TS,E01009078,E05011184,Birmingham,E01009078
B25 8BH,E01008883,E05011182,Birmingham,E01008883
B74 4AG,E01009422,E05011174,Birmingham,E01009422
B31 1RR,E01009499,E05011119,Birmingham,E01009499
B76 9RB,E01009441,E05011180,Birmingham,E01009441
B75 5QP,E01009416,E05011175,Birmingham,E01009416
B17 0ES,E01009068,E05011144,Birmingham,E01009068
B32 1EZ,E01009251,E05011163,Birmingham,E01009251
B76 2PT,E01009434,E05011180,Birmingham,E01009434
B14 4PH,E01008946,E05011146,Birmingham,E01008946
B14 7RR,E01009177,E05011130,Birmingham,E01009177
B5 4TD,E01033615,E05011126,Birmingham,E01033615
B17 8DP,E01009147,E05011157,Birmingham,E01009147
B16 8RT,E01009143,E05011151,Birmingham,E01009143
B15 2DX,E01033626,E05011151,Birmingham,E01033626
B30 1HH,E01008956,E05011129,Birmingham,E01008956
B42 2HQ,E01009247,E05011160,Birmingham,E01009247
B31 3NN,E01009217,E05011152,Birmingham,E01009217
B23 7LX,E01009412,E05011173,Birmingham,E01009412
B33 0HT,E01009302,E05011138,Birmingham,E01009302
B24 8AN,E01009000,E05011139,Birmingham,E01009000
B7 4JT,E01009204,E05011155,Birmingham,E01009204
B26 3RP,E01009318,E05011166,Birmingham,E01009318
B35 7JX,E01009097,E05011132,Birmingham,E01009097
B73 5QJ,E01009466,E05011179,Birmingham,E01009466
B21 8JE,E01009272,E05011143,Birmingham,E01009272
